id: 351, nationality: Taiwan, gender: 0, preferences: ['I', 'G', 'C']
id: 478, nationality: Taiwan, gender: 0, preferences: ['G', 'E', 'C']
id: 477, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'E']
id: 476, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'H']

id: 475, nationality: Taiwan, gender: 0, preferences: ['G', 'I', 'E']
id: 473, nationality: Taiwan, gender: 0, preferences: ['G', 'H', 'C']
id: 472, nationality: Taiwan, gender: 0, preferences: ['G', 'G', 'G']
id: 470, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'I']

id: 466, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'S']
id: 463, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'G']
id: 461, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'C']
id: 460, nationality: Taiwan, gender: 0, preferences: ['G', 'G', 'G']

id: 454, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'I']
id: 452, nationality: Taiwan, gender: 0, preferences: ['G', 'E', 'I']
id: 447, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'H']
id: 445, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'H']

id: 444, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'H']
id: 443, nationality: Taiwan, gender: 0, preferences: ['G', 'I', 'C']
id: 436, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'H']
id: 435, nationality: Taiwan, gender: 0, preferences: ['G', 'H', 'I']

id: 434, nationality: Taiwan, gender: 0, preferences: ['G', 'H', 'G']
id: 433, nationality: Taiwan, gender: 0, preferences: ['G', 'I', 'S']
id: 428, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'I']
id: 427, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'H']

id: 425, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'I']
id: 424, nationality: Taiwan, gender: 0, preferences: ['G', 'E', 'I']
id: 422, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'I']
id: 417, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'H']

id: 415, nationality: Taiwan, gender: 0, preferences: ['G', 'I', 'S']
id: 410, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'S']
id: 408, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'E']
id: 404, nationality: Taiwan, gender: 0, preferences: ['G', 'H', 'C']

id: 401, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'C']
id: 398, nationality: Taiwan, gender: 0, preferences: ['G', 'I', 'S']
id: 397, nationality: Taiwan, gender: 0, preferences: ['G', 'H', 'S']
id: 393, nationality: Taiwan, gender: 0, preferences: ['G', 'H', 'C']

id: 391, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'E']
id: 390, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'S']
id: 387, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'H']
id: 385, nationality: Taiwan, gender: 0, preferences: ['G', 'I', 'C']

id: 384, nationality: Taiwan, gender: 0, preferences: ['G', 'I', 'C']
id: 380, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'G']
id: 379, nationality: Taiwan, gender: 0, preferences: ['G', 'E', 'C']
id: 370, nationality: Taiwan, gender: 0, preferences: ['G', 'H', 'S']

id: 366, nationality: Taiwan, gender: 0, preferences: ['G', 'I', 'E']
id: 364, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'E']
id: 362, nationality: Taiwan, gender: 0, preferences: ['G', 'H', 'S']
id: 360, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'H']

id: 359, nationality: Taiwan, gender: 0, preferences: ['G', 'I', 'G']
id: 354, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'H']
id: 353, nationality: Taiwan, gender: 0, preferences: ['G', 'I', 'H']
id: 350, nationality: Taiwan, gender: 0, preferences: ['G', 'H', 'I']

id: 349, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'I']
id: 348, nationality: Taiwan, gender: 0, preferences: ['G', 'I', 'H']
id: 347, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'I']
id: 344, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'I']

id: 343, nationality: Taiwan, gender: 0, preferences: ['G', 'I', 'S']
id: 342, nationality: Taiwan, gender: 0, preferences: ['G', 'H', 'C']
id: 341, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'I']
id: 340, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'H']

id: 339, nationality: Taiwan, gender: 0, preferences: ['G', 'I', 'C']
id: 338, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'I']
id: 335, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'I']
id: 333, nationality: Taiwan, gender: 0, preferences: ['G', 'I', 'S']

id: 332, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'I']
id: 327, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'S']
id: 326, nationality: Taiwan, gender: 0, preferences: ['G', 'G', 'G']
id: 325, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'E']

id: 324, nationality: Taiwan, gender: 0, preferences: ['G', 'H', 'I']
id: 320, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'I']
id: 317, nationality: Taiwan, gender: 0, preferences: ['G', 'G', 'G']
id: 316, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'I']

id: 313, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'S']
id: 312, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'I']
id: 310, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'E']
id: 306, nationality: Taiwan, gender: 0, preferences: ['G', 'I', 'C']

id: 295, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'C']
id: 294, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'H']
id: 292, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'C']
id: 291, nationality: Taiwan, gender: 0, preferences: ['G', 'I', 'H']

id: 290, nationality: Taiwan, gender: 0, preferences: ['G', 'E', 'H']
id: 284, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'I']
id: 273, nationality: Taiwan, gender: 0, preferences: ['G', 'H', 'C']
id: 272, nationality: Taiwan, gender: 0, preferences: ['G', 'H', 'S']

id: 269, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'H']
id: 267, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'S']
id: 265, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'S']
id: 263, nationality: Taiwan, gender: 0, preferences: ['G', 'H', 'I']

id: 260, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'H']
id: 259, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'S']
id: 257, nationality: Taiwan, gender: 0, preferences: ['G', 'H', 'I']
id: 255, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'H']

id: 253, nationality: Taiwan, gender: 0, preferences: ['G', 'I', 'E']
id: 252, nationality: Taiwan, gender: 0, preferences: ['G', 'I', 'E']
id: 251, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'H']
id: 250, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'H']

id: 248, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'C']
id: 244, nationality: Taiwan, gender: 0, preferences: ['G', 'I', 'S']
id: 240, nationality: Taiwan, gender: 0, preferences: ['G', 'I', 'C']
id: 236, nationality: Taiwan, gender: 0, preferences: ['G', 'I', 'H']

id: 233, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'S']
id: 228, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'I']
id: 224, nationality: Taiwan, gender: 0, preferences: ['G', 'H', 'C']
id: 223, nationality: Taiwan, gender: 0, preferences: ['G', 'H', 'C']

id: 221, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'C']
id: 220, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'I']
id: 219, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'H']
id: 215, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'H']

id: 213, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'C']
id: 210, nationality: Taiwan, gender: 0, preferences: ['G', 'I', 'E']
id: 205, nationality: Taiwan, gender: 0, preferences: ['G', 'E', 'C']
id: 204, nationality: Taiwan, gender: 0, preferences: ['G', 'E', 'S']

id: 195, nationality: Taiwan, gender: 0, preferences: ['G', 'I', 'C']
id: 194, nationality: Taiwan, gender: 0, preferences: ['G', 'H', 'I']
id: 45, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'I']
id: 44, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'I']

id: 43, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'S']
id: 33, nationality: Taiwan, gender: 0, preferences: ['G', 'H', 'E']
id: 31, nationality: Taiwan, gender: 0, preferences: ['G', 'I', 'S']
id: 28, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'H']

id: 23, nationality: Taiwan, gender: 0, preferences: ['G', 'H', 'C']
id: 21, nationality: Taiwan, gender: 0, preferences: ['G', 'H', 'C']
id: 20, nationality: Taiwan, gender: 0, preferences: ['G', 'H', 'E']
id: 18, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'I']

id: 15, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'I']
id: 14, nationality: Taiwan, gender: 0, preferences: ['G', 'E', 'H']
id: 13, nationality: Taiwan, gender: 0, preferences: ['G', 'C', 'H']
id: 12, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'I']

id: 7, nationality: Taiwan, gender: 0, preferences: ['G', 'I', 'S']
id: 3, nationality: Taiwan, gender: 0, preferences: ['G', 'S', 'I']
id: 1, nationality: Taiwan, gender: 0, preferences: ['G', 'E', 'G']
id: 0, nationality: Taiwan, gender: 0, preferences: ['G', 'H', 'S']

id: 29, nationality: Taiwan, gender: 0, preferences: ['S', 'C', 'H']
id: 27, nationality: Taiwan, gender: 0, preferences: ['S', 'C', 'H']
id: 25, nationality: Taiwan, gender: 0, preferences: ['S', 'C', 'G']
id: 8, nationality: Taiwan, gender: 0, preferences: ['I', 'C', 'G']

id: 22, nationality: Taiwan, gender: 0, preferences: ['S', 'G', 'C']
id: 16, nationality: Taiwan, gender: 0, preferences: ['H', 'G', 'C']
id: 40, nationality: Taiwan, gender: 0, preferences: ['H', 'E', 'C']
id: 2, nationality: Taiwan, gender: 0, preferences: ['E', 'H', 'C']

id: 11, nationality: Taiwan, gender: 0, preferences: ['E', 'H', 'G']
id: 6, nationality: Taiwan, gender: 0, preferences: ['S', 'I', 'G']
id: 9, nationality: Taiwan, gender: 0, preferences: ['I', 'G', 'S']
id: 4, nationality: Taiwan, gender: 0, preferences: ['I', 'C', 'S']

id: 17, nationality: Taiwan, gender: 0, preferences: ['I', 'H', 'E']
id: 10, nationality: Taiwan, gender: 0, preferences: ['I', 'G', 'H']
id: 26, nationality: Taiwan, gender: 0, preferences: ['S', 'H', 'I']
id: 5, nationality: Taiwan, gender: 0, preferences: ['C', 'H', 'I']

